"","X","date","price","bathrooms","sqft_living","view","grade","yr_built","yr_renovated","sqft_living15","sqft_lot15","year_sold","month_sold"
"12623",12622,2014-05-06,518000,1.5,1430,0,7,1956,0,1450,8000,"2014","05"
"12624",12623,2014-10-01,280000,1,1880,0,7,1974,0,1880,6334,"2014","10"
"12625",12624,2014-07-18,435000,2.5,1600,0,7,2005,0,1830,2375,"2014","07"
"12626",12625,2015-05-07,314950,2,1760,0,7,1996,0,1910,9231,"2015","05"
"12627",12626,2015-02-24,209900,2,1180,0,6,2005,0,1310,3003,"2015","02"
"12628",12627,2015-04-16,630000,2.5,2330,0,8,1980,0,2460,36600,"2015","04"
"12629",12628,2014-07-18,442000,1.5,1960,0,7,1962,0,2050,9375,"2014","07"
"12630",12629,2015-04-02,340000,1,1140,0,5,1944,0,1450,7560,"2015","04"
"12631",12630,2014-06-16,230000,1.75,1400,0,7,1957,0,1400,9375,"2014","06"
"12632",12631,2014-12-05,495200,2.25,2710,0,7,1955,0,2850,12224,"2014","12"
"12633",12632,2015-03-31,9e+05,2.5,3510,0,10,1998,0,3320,8370,"2015","03"
"12634",12633,2015-03-13,265000,1,910,0,5,1917,0,1020,4600,"2015","03"
"12635",12634,2015-01-02,489500,1.75,2090,0,8,1977,0,2450,47178,"2015","01"
"12636",12635,2015-05-14,335000,2,1410,0,7,1985,0,2950,29152,"2015","05"
"12637",12636,2014-12-05,585000,3.25,3050,0,8,1990,0,3050,12386,"2014","12"
"12638",12637,2014-10-17,8e+05,2.25,2010,1,8,1950,0,2010,7200,"2014","10"
"12639",12638,2014-09-08,379500,2.25,2120,2,7,1985,0,2120,53578,"2014","09"
"12640",12639,2014-08-12,475000,1,1270,0,6,1959,0,1210,7875,"2014","08"
"12641",12640,2014-11-24,520000,2,1670,0,7,1961,0,2020,8250,"2014","11"
"12642",12641,2015-01-28,515000,2.5,1800,0,8,2001,0,1800,4507,"2015","01"
"12643",12642,2015-05-03,577500,1,1640,0,7,1926,0,2054,5515,"2015","05"
"12644",12643,2014-07-16,269900,2.25,1740,0,7,1963,0,1640,9600,"2014","07"
"12645",12644,2014-05-27,329000,1,1600,0,7,1964,0,1460,6200,"2014","05"
"12646",12645,2015-04-24,458500,1.5,1280,0,7,1905,1990,1280,3150,"2015","04"
"12647",12646,2015-03-13,890000,2,1480,0,6,1947,0,2790,20680,"2015","03"
"12648",12647,2015-04-01,361500,2.5,1980,0,7,2003,0,1850,7134,"2015","04"
"12649",12648,2014-07-18,2535000,3.25,3730,4,10,1963,0,4180,19110,"2014","07"
"12650",12649,2014-08-22,325000,1,900,0,7,1984,0,1580,8965,"2014","08"
"12651",12650,2014-11-05,1850000,3.25,3480,0,8,2014,0,2200,4080,"2014","11"
"12652",12651,2014-05-23,945000,2,2840,0,7,1952,0,2840,12744,"2014","05"
"12653",12652,2014-08-28,370000,2.5,2490,0,9,2005,0,2490,4748,"2014","08"
"12654",12653,2015-02-18,320000,2.5,1490,0,7,1999,0,1500,4675,"2015","02"
"12655",12654,2014-09-15,450000,2,1510,0,8,2006,0,1440,3921,"2014","09"
"12656",12655,2015-04-24,8e+05,2.5,2900,0,10,1994,0,2900,18303,"2015","04"
"12657",12656,2014-12-11,676000,2.5,2240,0,7,1995,0,1460,5100,"2014","12"
"12658",12657,2015-04-02,1272500,1.75,2040,0,9,1921,0,3220,5600,"2015","04"
"12659",12658,2014-10-28,290000,1.75,1460,0,7,1972,0,1920,7980,"2014","10"
"12660",12659,2014-11-18,158000,1.5,990,0,7,1962,0,1360,8625,"2014","11"
"12661",12660,2014-05-05,379950,1.75,1970,0,7,1960,0,1820,8135,"2014","05"
"12662",12661,2014-05-09,583000,2.5,2660,0,8,2001,0,2330,4517,"2014","05"
"12663",12662,2014-12-30,150000,1,870,0,6,1957,0,1020,5700,"2014","12"
"12664",12663,2014-07-21,261500,2.5,1740,0,7,1990,0,1260,6825,"2014","07"
"12665",12664,2014-10-14,278000,2.5,2290,0,7,2004,0,1480,3608,"2014","10"
"12666",12665,2014-09-23,555000,2.75,2170,0,8,1977,0,2120,7820,"2014","09"
"12667",12666,2014-08-27,355000,1.75,2040,0,7,1958,0,1900,8172,"2014","08"
"12668",12667,2014-09-17,375000,1.5,1770,0,7,1958,0,1600,7000,"2014","09"
"12669",12668,2014-07-29,227000,1.75,2380,0,6,1918,0,1720,6377,"2014","07"
"12670",12669,2014-06-19,335000,2,2030,0,7,1969,0,1560,325393,"2014","06"
"12671",12670,2014-06-06,680000,2.25,2270,0,9,1975,0,2520,28300,"2014","06"
"12672",12671,2015-02-05,686500,1.75,1390,0,8,1928,0,2160,5000,"2015","02"
"12673",12672,2014-11-24,410000,1.75,1530,0,7,1988,0,1550,13566,"2014","11"
"12674",12673,2014-08-26,425000,1,1430,0,6,1921,0,1950,11421,"2014","08"
"12675",12674,2015-03-10,562500,2.5,2030,0,8,1988,0,2040,7130,"2015","03"
"12676",12675,2014-10-14,345000,2.5,2390,0,7,2003,0,2390,6346,"2014","10"
"12677",12676,2015-04-14,627500,2.5,2540,0,8,1979,0,2820,9800,"2015","04"
"12678",12677,2015-03-13,355000,1,1890,0,7,1962,0,1746,54014,"2015","03"
"12679",12678,2015-05-01,335000,2.25,1870,0,7,1986,0,1670,6203,"2015","05"
"12680",12679,2015-03-11,350000,3,1780,0,7,1953,0,1730,5304,"2015","03"
"12681",12680,2015-03-18,590000,1,1610,0,7,1978,0,2510,58127,"2015","03"
"12682",12681,2014-07-17,252000,2,1420,0,7,1990,0,1790,6607,"2014","07"
"12683",12682,2015-04-21,1295000,4,4440,0,10,1968,0,2720,9614,"2015","04"
"12684",12683,2014-11-19,705000,2,1820,0,7,1947,2002,1440,5408,"2014","11"
"12685",12684,2014-07-14,498000,2,1620,0,7,1968,0,2120,8424,"2014","07"
"12686",12685,2014-09-21,312500,1,870,0,7,1948,0,1250,7252,"2014","09"
"12687",12686,2014-11-24,260000,1.75,1830,0,7,1962,0,1040,7500,"2014","11"
"12688",12687,2015-03-18,209950,1.5,2290,0,7,1967,0,1310,9600,"2015","03"
"12689",12688,2015-02-10,610000,1.75,1110,0,7,1967,0,2050,9660,"2015","02"
"12690",12689,2014-06-27,5e+05,1,1440,0,7,1906,0,1490,5000,"2014","06"
"12691",12690,2015-02-24,850000,3.5,3070,3,8,1928,1996,2350,5881,"2015","02"
"12692",12691,2015-02-19,689000,2.5,2440,0,8,1961,0,2140,10807,"2015","02"
"12693",12692,2014-11-10,470000,2,2410,0,9,1974,0,1910,4611,"2014","11"
"12694",12693,2014-05-07,640000,3,2270,0,9,2002,0,2850,5661,"2014","05"
"12695",12694,2014-08-12,290000,1.75,2340,0,8,1960,0,1970,7800,"2014","08"
"12696",12695,2014-12-18,258500,2.5,1800,0,7,1983,0,1670,8486,"2014","12"
"12697",12696,2014-07-14,1100000,3.5,2210,0,9,1977,2006,2370,8811,"2014","07"
"12698",12697,2014-05-28,420000,1.75,1820,0,7,1977,0,2030,22320,"2014","05"
"12699",12698,2014-09-16,230000,1,1190,0,7,1955,0,1190,9450,"2014","09"
"12700",12699,2015-04-02,252000,1.5,1400,0,7,1986,0,1480,8125,"2015","04"
"12701",12700,2014-06-30,515000,2.5,2600,0,8,2003,0,2600,4658,"2014","06"
"12702",12701,2014-06-09,425000,1,910,0,6,1905,0,1740,5000,"2014","06"
"12703",12702,2015-01-25,575000,2.5,1760,2,8,1994,0,1760,4698,"2015","01"
"12704",12703,2014-10-26,390000,1,860,0,7,1909,0,1090,5356,"2014","10"
"12705",12704,2014-09-17,561500,2.25,2310,0,8,1968,0,2310,9800,"2014","09"
"12706",12705,2015-05-07,1350000,1.75,2000,0,9,1926,0,1950,3728,"2015","05"
"12707",12706,2014-09-25,835000,2.75,2460,0,9,1955,0,2050,7830,"2014","09"
"12708",12707,2015-02-18,245000,1,1020,0,6,1933,0,1480,14519,"2015","02"
"12709",12708,2014-08-11,475200,2.5,1670,0,8,2000,0,1670,2897,"2014","08"
"12710",12709,2014-11-13,425000,1,790,0,7,1941,0,1330,5024,"2014","11"
"12711",12710,2015-02-02,218000,1.5,2010,0,7,1952,0,1360,8037,"2015","02"
"12712",12711,2014-08-22,6e+05,2.5,2600,0,9,1999,0,2640,6185,"2014","08"
"12713",12712,2015-04-10,545000,2.25,1890,0,8,1967,0,1920,7210,"2015","04"
"12714",12713,2015-04-28,2408000,2.5,4600,2,9,1918,2003,5500,20066,"2015","04"
"12715",12714,2015-05-06,460000,3,2008,0,7,1992,0,2040,5297,"2015","05"
"12716",12715,2014-06-23,425000,1,880,0,7,1950,0,1360,6413,"2014","06"
"12717",12716,2014-10-21,455000,1.75,1700,0,7,1955,0,1520,8360,"2014","10"
"12718",12717,2015-04-21,313100,2,1730,0,8,1994,0,1980,11336,"2015","04"
"12719",12718,2014-06-23,780000,3.5,3910,0,10,1987,0,2830,37674,"2014","06"
"12720",12719,2014-12-23,345500,2.5,2160,0,8,1999,0,1770,9600,"2014","12"
"12721",12720,2015-01-19,243000,1.75,1200,0,7,1975,0,1270,7600,"2015","01"
"12722",12721,2014-12-08,670000,3.5,3860,3,8,1973,0,2440,9600,"2014","12"
"12723",12722,2015-02-11,325000,1.5,1320,0,6,1983,0,1210,7560,"2015","02"
"12724",12723,2014-12-02,281000,1,1280,0,7,1951,0,1460,17771,"2014","12"
"12725",12724,2015-03-05,130000,1,1100,0,7,1913,0,1450,5100,"2015","03"
"12726",12725,2014-07-30,340000,2.5,2170,0,7,1995,0,2020,8121,"2014","07"
"12727",12726,2015-02-09,485000,2.75,2720,0,8,1977,0,1960,51366,"2015","02"
"12728",12727,2014-12-17,642860,2.75,2520,0,8,2014,0,2520,6398,"2014","12"
"12729",12728,2014-10-03,747000,1.75,2560,0,7,1911,0,1620,4800,"2014","10"
"12730",12729,2014-07-29,559950,2.5,2650,0,8,1979,0,2110,7269,"2014","07"
"12731",12730,2014-11-17,577288,2.75,2870,0,9,2008,0,2030,5400,"2014","11"
"12732",12731,2014-09-24,575000,1,1230,0,7,1920,0,1710,3750,"2014","09"
"12733",12732,2014-05-05,287000,1,1450,0,7,1953,0,1170,6464,"2014","05"
"12734",12733,2014-11-10,1149000,3.75,3180,0,9,2012,0,2910,8558,"2014","11"
"12735",12734,2015-04-24,335000,1,1800,0,6,1945,0,2040,10450,"2015","04"
"12736",12735,2015-01-06,375000,2.25,2020,0,8,1966,0,1800,13175,"2015","01"
"12737",12736,2015-01-06,325000,1,620,0,6,1926,0,1400,7930,"2015","01"
"12738",12737,2015-04-23,530000,2.25,2190,0,7,1976,0,2550,175982,"2015","04"
"12739",12738,2015-01-12,287000,2.25,1980,0,7,1977,0,1980,7081,"2015","01"
"12740",12739,2015-02-26,320000,3,2970,0,8,1979,0,2630,8062,"2015","02"
"12741",12740,2014-08-22,425000,2.5,2270,0,7,2006,0,2090,4400,"2014","08"
"12742",12741,2014-08-06,550000,1,1630,3,8,1954,0,2120,6009,"2014","08"
"12743",12742,2014-12-02,135000,1,1520,0,6,1961,0,1320,8450,"2014","12"
"12744",12743,2014-07-17,695000,1.75,2080,0,8,1924,0,2300,5995,"2014","07"
"12745",12744,2015-05-06,975000,2.5,3020,2,9,1977,0,2890,12598,"2015","05"
"12746",12745,2014-05-20,210000,1.75,2180,0,8,1950,0,2180,28710,"2014","05"
"12747",12746,2014-12-31,518000,1.75,1780,0,7,1951,0,1590,8100,"2014","12"
"12748",12747,2014-07-09,335500,1,1370,0,6,1930,0,1450,7214,"2014","07"
"12749",12748,2014-11-26,750000,3.5,3050,3,9,1984,0,2170,5900,"2014","11"
"12750",12749,2014-12-23,515000,1.75,1490,0,7,1956,0,1630,12000,"2014","12"
"12751",12750,2014-05-21,344500,2.75,1800,0,7,2002,0,1820,6900,"2014","05"
"12752",12751,2014-06-16,470000,1.5,1760,0,7,1958,0,2080,8965,"2014","06"
"12753",12752,2014-09-04,606150,1.75,1770,0,8,1967,0,2040,9587,"2014","09"
"12754",12753,2014-11-20,292000,2.75,2910,0,7,1998,0,2220,6649,"2014","11"
"12755",12754,2015-05-07,450000,2.5,2880,3,7,1979,0,1460,320890,"2015","05"
"12756",12755,2014-08-19,429000,1.75,2520,0,8,1957,0,1360,4920,"2014","08"
"12757",12756,2014-08-20,765000,2.5,3190,0,9,1988,0,2560,36280,"2014","08"
"12758",12757,2015-04-15,425000,1,540,0,5,1905,0,1290,5000,"2015","04"
"12759",12758,2015-02-12,505000,2.5,3170,0,7,2000,0,3010,5340,"2015","02"
"12760",12759,2015-03-17,544950,1.75,1830,0,7,1957,0,1600,7700,"2015","03"
"12761",12760,2014-09-24,382000,2,1360,0,8,1936,0,1450,4840,"2014","09"
"12762",12761,2014-08-28,475000,1.75,1870,0,7,1978,0,1870,15391,"2014","08"
"12763",12762,2015-04-17,355000,1.5,1370,0,7,1982,0,1370,3799,"2015","04"
"12764",12763,2014-07-03,410000,2.5,1700,0,7,1972,0,1370,7592,"2014","07"
"12765",12764,2015-02-03,450000,2,1960,0,6,1900,1988,1175,2315,"2015","02"
"12766",12765,2014-05-28,565000,4.5,4140,0,7,1978,0,1440,1865,"2014","05"
"12767",12766,2015-04-14,529100,1,1290,0,7,1941,0,1670,5712,"2015","04"
"12768",12767,2015-02-12,452500,2.5,2460,0,7,2006,0,2320,4578,"2015","02"
"12769",12768,2014-05-22,245000,2,1580,0,7,1967,0,1550,8000,"2014","05"
"12770",12769,2015-03-30,415000,1,700,0,6,1954,0,1330,4110,"2015","03"
"12771",12770,2014-07-24,610000,2.5,2410,3,9,1990,0,2360,11412,"2014","07"
"12772",12771,2014-10-16,363500,1.75,2180,0,7,1962,0,2020,9792,"2014","10"
"12773",12772,2015-02-04,510000,2.75,1950,0,8,1969,0,1990,12196,"2015","02"
"12774",12773,2015-03-25,650000,2.5,2630,0,8,1996,0,2840,26071,"2015","03"
"12775",12774,2015-01-14,290000,2.5,2050,0,7,1973,0,1780,8820,"2015","01"
"12776",12775,2015-03-18,170000,1,790,0,6,1944,0,960,6298,"2015","03"
"12777",12776,2015-03-30,510000,1,1070,0,6,1900,0,1380,2370,"2015","03"
"12778",12777,2014-05-05,2280000,8,13540,4,12,1999,0,4850,217800,"2014","05"
"12779",12778,2014-09-22,316000,2.5,2320,0,8,1987,0,2230,7614,"2014","09"
"12780",12779,2014-05-12,690000,2.5,2670,0,9,1989,0,2560,10982,"2014","05"
"12781",12780,2014-08-08,199950,1,700,0,5,1952,0,970,5200,"2014","08"
"12782",12781,2014-08-13,207000,1,860,0,6,1960,0,980,7200,"2014","08"
"12783",12782,2015-04-16,449950,2.25,3490,0,8,1976,0,2320,8723,"2015","04"
"12784",12783,2015-03-18,361550,1.75,1160,0,7,1980,0,1420,15450,"2015","03"
"12785",12784,2014-09-24,824000,3.5,3650,0,10,1996,0,3730,56257,"2014","09"
"12786",12785,2015-01-06,537000,1.75,1550,0,7,1957,0,1720,10050,"2015","01"
"12787",12786,2014-08-05,838400,2.5,2620,0,9,1974,0,2580,9525,"2014","08"
"12788",12787,2014-09-11,225000,1,720,0,6,1947,0,990,4920,"2014","09"
"12789",12788,2015-04-23,329900,2,1380,0,7,1982,0,1320,6827,"2015","04"
"12790",12789,2015-01-06,282500,1,1170,0,6,1942,0,1610,28108,"2015","01"
"12791",12790,2015-04-06,229950,1.75,1170,0,7,1969,0,1230,9800,"2015","04"
"12792",12791,2015-03-31,5e+05,1,1630,0,7,1947,0,1660,8800,"2015","03"
"12793",12792,2014-11-04,495000,1.75,1890,0,8,1967,0,1920,6793,"2014","11"
"12794",12793,2014-06-10,149500,1,1010,0,7,1959,0,1240,9450,"2014","06"
"12795",12794,2014-08-18,726000,2.5,2040,0,8,1974,0,2260,10115,"2014","08"
"12796",12795,2015-04-09,899000,2.5,4080,0,10,1998,0,3470,10295,"2015","04"
"12797",12796,2015-03-15,317000,1,1270,0,7,1955,0,1270,8996,"2015","03"
"12798",12797,2015-03-26,395000,1,790,0,6,1953,0,1110,4100,"2015","03"
"12799",12798,2015-02-02,360000,3,2580,0,8,1999,0,2010,6740,"2015","02"
"12800",12799,2014-06-18,570000,2.5,2290,0,8,1996,0,2100,6261,"2014","06"
"12801",12800,2014-06-19,320000,2.5,3490,0,8,2003,0,2910,5025,"2014","06"
"12802",12801,2014-09-25,320000,1.75,1510,0,7,1976,0,1470,12465,"2014","09"
"12803",12802,2015-03-12,268000,2.5,2400,0,7,2004,0,1880,4109,"2015","03"
"12804",12803,2014-06-27,191000,1,900,0,6,1905,0,940,6000,"2014","06"
"12805",12804,2014-08-04,4e+05,1,1270,0,7,1949,0,1040,7500,"2014","08"
"12806",12805,2014-07-01,515000,1,1050,0,7,1907,0,1340,5000,"2014","07"
"12807",12806,2015-04-16,610000,2.5,2950,0,9,2004,0,3160,8813,"2015","04"
"12808",12807,2014-10-24,538000,1.75,1850,0,7,1929,1992,1850,4080,"2014","10"
"12809",12808,2014-06-03,432000,2.5,1970,0,7,2003,0,1960,5020,"2014","06"
"12810",12809,2015-01-27,335000,2.25,2400,0,8,1978,0,2180,8100,"2015","01"
"12811",12810,2015-02-20,302000,1.75,2360,0,7,1926,0,1950,8491,"2015","02"
"12812",12811,2014-08-04,787500,1.75,1580,0,7,1963,0,2010,9382,"2014","08"
"12813",12812,2014-12-18,420000,1,1790,0,8,1937,0,1710,7055,"2014","12"
"12814",12813,2014-09-18,560000,2.5,2840,0,9,1991,0,2820,175111,"2014","09"
"12815",12814,2015-04-23,535000,2.5,1970,0,8,1989,0,2090,6176,"2015","04"
"12816",12815,2014-06-10,310000,2.5,1780,0,7,1990,0,1780,6771,"2014","06"
"12817",12816,2014-12-08,760000,2,3920,0,7,1910,0,1830,4240,"2014","12"
"12818",12817,2014-09-22,242500,1.75,1550,0,7,2005,0,1550,1866,"2014","09"
"12819",12818,2015-02-20,1313000,3,2980,2,8,1911,0,1720,3600,"2015","02"
"12820",12819,2014-10-16,235000,1,1270,0,6,1949,0,1650,7153,"2014","10"
"12821",12820,2015-02-23,598780,2.25,3040,0,7,1963,0,2560,12090,"2015","02"
"12822",12821,2014-08-07,433200,2.5,2075,0,8,2002,0,2300,32379,"2014","08"
"12823",12822,2015-05-11,343000,1,1110,0,6,1942,0,2830,10091,"2015","05"
"12824",12823,2014-11-10,145000,1,800,0,6,1964,0,2390,8125,"2014","11"
"12825",12824,2015-01-16,291970,1,680,0,5,1952,1995,1470,19406,"2015","01"
"12826",12825,2015-03-18,599950,1,1680,0,7,1949,0,1330,7910,"2015","03"
"12827",12826,2014-07-25,1749000,2.5,3910,0,8,1908,2003,2920,16544,"2014","07"
"12828",12827,2015-03-19,870000,1.75,2780,0,9,1964,0,2350,11700,"2015","03"
"12829",12828,2015-05-08,323000,2.75,2000,0,7,1992,0,1690,7735,"2015","05"
"12830",12829,2014-08-25,727000,3,3150,0,9,2001,0,3150,8819,"2014","08"
"12831",12830,2014-10-23,166000,1,1120,0,7,1988,0,1280,17334,"2014","10"
"12832",12831,2015-04-30,450000,1.75,1740,0,7,1961,0,2190,12204,"2015","04"
"12833",12832,2014-06-24,4e+05,2.5,2970,0,7,1967,0,2390,20300,"2014","06"
"12834",12833,2015-02-10,599000,2.5,2970,0,7,1967,0,2390,20300,"2015","02"
"12835",12834,2014-06-05,165000,1,1150,0,5,1908,0,1290,19200,"2014","06"
"12836",12835,2014-06-05,229000,1,1190,0,6,1941,0,1140,7408,"2014","06"
"12837",12836,2014-10-13,305000,1,900,0,5,1946,1987,1470,7500,"2014","10"
"12838",12837,2014-09-15,930000,3.25,2950,0,9,2001,0,1930,4255,"2014","09"
"12839",12838,2014-09-23,542000,2.5,1990,0,8,1964,0,2470,10125,"2014","09"
"12840",12839,2014-09-09,214000,1,1020,0,6,1900,1965,1600,9700,"2014","09"
"12841",12840,2014-09-09,718000,2.5,2070,0,8,2001,0,1650,8877,"2014","09"
"12842",12841,2014-06-11,349000,2.5,1430,0,8,2002,0,1430,1530,"2014","06"
"12843",12842,2015-05-05,305000,2.5,2030,0,7,1997,0,2290,7945,"2015","05"
"12844",12843,2014-07-15,498000,2.5,1620,0,7,1900,1993,1370,3840,"2014","07"
"12845",12844,2014-05-23,799950,3.5,4220,0,10,1993,0,2500,195395,"2014","05"
"12846",12845,2015-05-05,737000,2.5,2300,2,9,1997,0,2300,8187,"2015","05"
"12847",12846,2014-12-26,860000,3.25,3830,0,10,2001,0,2555,5204,"2014","12"
"12848",12847,2014-07-02,339950,2.5,2390,0,8,1984,0,2460,35686,"2014","07"
"12849",12848,2014-05-16,249000,2.25,1440,0,7,1982,0,1440,8418,"2014","05"
"12850",12849,2015-05-07,370000,1,910,0,6,1910,0,1620,5525,"2015","05"
"12851",12850,2014-10-13,725000,2,1550,0,7,1964,0,2900,12372,"2014","10"
"12852",12851,2014-12-05,529000,2.5,2380,0,8,1976,0,1880,12870,"2014","12"
"12853",12852,2015-03-17,310000,2.75,2060,0,7,1988,0,1540,8100,"2015","03"
"12854",12853,2014-10-27,315000,2.25,1880,0,8,1981,0,1900,7980,"2014","10"
"12855",12854,2014-10-02,1300000,2.5,3470,0,9,1927,0,2280,5440,"2014","10"
"12856",12855,2014-11-05,435000,2,2360,0,7,1964,0,1650,8625,"2014","11"
"12857",12856,2014-07-16,350000,1.75,1970,0,7,1979,0,1970,8768,"2014","07"
"12858",12857,2014-09-08,240000,1,1040,0,7,1948,0,1780,8400,"2014","09"
"12859",12858,2015-04-28,410000,2.25,1420,0,7,1987,0,1430,4664,"2015","04"
"12860",12859,2014-09-23,430000,2.75,2290,0,7,2003,0,2270,4348,"2014","09"
"12861",12860,2014-08-18,446000,2.5,1530,0,7,1974,0,1650,9794,"2014","08"
"12862",12861,2014-06-11,240000,1.5,1360,0,7,1984,0,1310,11456,"2014","06"
"12863",12862,2015-01-08,595000,3,3680,0,8,1970,0,3210,39512,"2015","01"
"12864",12863,2015-03-06,215150,1,920,0,6,1969,0,920,4770,"2015","03"
"12865",12864,2014-05-22,319950,1,1070,2,7,1949,0,2090,7980,"2014","05"
"12866",12865,2014-06-16,385000,2,1590,0,8,2000,0,1670,9912,"2014","06"
"12867",12866,2015-03-25,280000,2.5,1600,0,8,1991,0,1790,7577,"2015","03"
"12868",12867,2015-05-11,399950,2.5,1510,0,7,1974,0,1360,7300,"2015","05"
"12869",12868,2014-05-23,132500,1,1080,0,7,1967,0,1200,9607,"2014","05"
"12870",12869,2015-04-23,399950,0.75,1330,0,7,1916,0,1330,2856,"2015","04"
"12871",12870,2014-07-21,290000,1,850,0,7,1948,0,870,6800,"2014","07"
"12872",12871,2015-05-12,860000,2.25,1960,0,8,1958,0,1720,8592,"2015","05"
"12873",12872,2014-05-29,3100000,4.25,6980,4,12,1999,0,3930,18367,"2014","05"
"12874",12873,2014-05-16,245000,1,1530,0,7,1948,0,1530,7200,"2014","05"
"12875",12874,2014-12-15,255000,1.5,1320,0,7,1956,0,2000,7700,"2014","12"
"12876",12875,2014-11-13,310000,3,2320,0,7,1976,0,2050,10000,"2014","11"
"12877",12876,2014-08-13,299000,1,960,0,7,1955,0,1080,8100,"2014","08"
"12878",12877,2014-11-10,575000,2.5,2040,0,8,1996,0,2130,5496,"2014","11"
"12879",12878,2014-11-14,284000,1,1080,0,7,1944,0,1850,13560,"2014","11"
"12880",12879,2015-04-07,840000,1.75,2020,0,8,1926,0,1680,4800,"2015","04"
"12881",12880,2014-08-13,442573,1.75,1780,0,7,1980,0,1910,8645,"2014","08"
"12882",12881,2014-10-08,560000,1,1140,0,8,1931,0,1350,6923,"2014","10"
"12883",12882,2014-05-07,485000,2,1610,0,7,1917,0,1040,4400,"2014","05"
"12884",12883,2015-03-18,472500,1.75,1440,0,7,1961,0,1720,9748,"2015","03"
"12885",12884,2014-11-26,1610000,2.75,4270,0,11,1996,0,3860,20723,"2014","11"
"12886",12885,2014-12-19,808000,3.75,3460,0,7,1987,0,2170,3750,"2014","12"
"12887",12886,2014-10-22,398000,1.75,1890,0,7,1950,0,1820,11450,"2014","10"
"12888",12887,2015-02-17,340000,2.5,2240,0,8,2003,0,2400,6000,"2015","02"
"12889",12888,2015-05-13,380000,1,760,0,6,1910,0,1130,4000,"2015","05"
"12890",12889,2014-09-12,235000,1,1020,0,6,1948,0,1330,5909,"2014","09"
"12891",12890,2014-10-27,4e+05,1.5,1330,0,7,1956,0,1940,9900,"2014","10"
"12892",12891,2014-07-11,582000,2.5,2780,0,8,1968,0,2750,9930,"2014","07"
"12893",12892,2014-12-31,209000,1,1070,0,6,1962,0,1130,6120,"2014","12"
"12894",12893,2015-04-03,335000,3,2660,0,7,1962,0,1610,7700,"2015","04"
"12895",12894,2014-12-12,285950,1,710,0,6,1942,0,1100,7020,"2014","12"
"12896",12895,2014-11-07,645000,2.25,3340,0,8,1975,0,2460,48351,"2014","11"
"12897",12896,2014-12-23,312000,1,1160,0,7,1916,0,1110,7500,"2014","12"
"12898",12897,2014-10-10,663000,2.25,2840,0,7,1967,0,2220,31688,"2014","10"
"12899",12898,2014-10-20,443950,1.75,2000,0,6,1946,1995,2100,9681,"2014","10"
"12900",12899,2014-05-30,315000,2,1060,0,7,1981,0,1080,5750,"2014","05"
"12901",12900,2015-03-23,302200,1.5,1730,0,7,1964,0,1510,10396,"2015","03"
"12902",12901,2015-01-08,770000,2.5,2190,3,9,1979,0,2315,2538,"2015","01"
"12903",12902,2015-01-22,374950,1.75,1660,0,8,1974,0,1800,7684,"2015","01"
"12904",12903,2014-06-11,330000,2.5,2210,0,9,1989,0,2440,8641,"2014","06"
"12905",12904,2014-10-20,230000,1,870,0,6,1942,0,1730,7020,"2014","10"
"12906",12905,2015-04-27,967000,2.5,3100,0,9,2010,0,1240,6670,"2015","04"
"12907",12906,2014-09-08,536500,2.5,1720,2,8,2000,0,1140,2208,"2014","09"
"12908",12907,2014-06-27,315000,4,3120,2,7,1993,0,1460,4240,"2014","06"
"12909",12908,2014-07-16,626000,1,1040,0,7,1924,0,1170,4240,"2014","07"
"12910",12909,2014-07-18,334009,2,1650,0,6,1960,0,1860,7486,"2014","07"
"12911",12910,2015-01-29,429000,1,1010,0,7,1924,0,1410,5000,"2015","01"
"12912",12911,2015-02-05,818000,2.5,4020,0,10,1987,0,3440,52900,"2015","02"
"12913",12912,2014-08-28,326000,2.75,2166,0,8,2013,0,2474,5948,"2014","08"
"12914",12913,2014-06-12,310000,3,1880,0,7,1997,0,1640,5000,"2014","06"
"12915",12914,2015-04-21,525000,2,2260,0,7,1947,0,1800,7680,"2015","04"
"12916",12915,2015-04-03,350000,2.25,2010,0,7,1986,0,1720,4187,"2015","04"
"12917",12916,2015-04-02,936000,2.5,3330,0,10,2001,0,3150,7515,"2015","04"
"12918",12917,2014-11-29,226000,1,1520,0,7,1954,0,1530,7201,"2014","11"
"12919",12918,2015-05-01,1250000,3.5,3510,0,10,2008,0,1460,1684,"2015","05"
"12920",12919,2014-08-19,428000,1.75,1580,2,7,1985,0,2040,210394,"2014","08"
"12921",12920,2014-05-29,329932,1.5,1460,0,7,1971,0,2330,7560,"2014","05"
"12922",12921,2015-01-20,539000,1.5,1460,0,7,1971,0,2330,7560,"2015","01"
"12923",12922,2015-03-10,275000,1.75,1650,0,8,1977,0,2020,7700,"2015","03"
"12924",12923,2014-09-10,590000,2.5,2660,2,9,1993,0,2330,35448,"2014","09"
"12925",12924,2015-01-23,782000,2.5,3510,0,10,1997,0,3530,26673,"2015","01"
"12926",12925,2014-06-16,575000,2.5,2120,0,8,1985,0,1990,9611,"2014","06"
"12927",12926,2015-01-14,509000,2.25,1780,0,7,1996,0,1780,8545,"2015","01"
"12928",12927,2014-05-09,290000,2.5,2000,0,7,1968,0,1800,9810,"2014","05"
"12929",12928,2014-07-28,305240,1,1300,0,7,1956,0,1500,9600,"2014","07"
